PRODUCT_ID,BROWSE_NODE_ID
970,800
971,5001
972,7037
973,753
974,1889
975,3442
976,800
977,800
978,36
979,515
980,75
981,4
982,2321
983,2321
984,748
985,4
986,289
987,1724
988,1
989,1092
990,816
991,12079
992,2321
993,696
994,5288
995,2321
996,2321
997,11
998,2321
999,259
1000,1765
1001,1889
1002,1597
1003,2321
1004,1045
1005,82
1006,1045
1007,21701
1008,1295
1009,6203
1010,1140
1011,692
1012,911
1013,2321
1014,5471
1015,701
1016,3175
1017,3175
1018,1433
1019,3175
1020,3175
1021,2321
1022,631
1023,3175
1024,201
1025,3562
1026,1348
1027,2516
1028,1045
1029,2574
1030,10183
1031,21772
1032,2321
1033,43265
1034,1295
1035,1295
1036,396
1037,773
1038,1045
1039,11144
1040,1603
1041,625
1042,5932
1043,1651
1044,782
1045,33319
1046,4047
1047,2396
1048,2029
1049,5
1050,5
1051,58420
1052,58420
1053,289
1054,11555
1055,805
1056,3206
1057,407
1058,204
1059,3562
1060,721
1061,407
1062,1930
1063,1045
1064,2273
1065,796
1066,1045
1067,534
1068,1045
1069,43
1070,477
1071,110
1072,1083
1073,1419
1074,3821
1075,1045
1076,5112
1077,1045
1078,677
1079,1045
1080,1045
1081,115
1082,2490
1083,427
1084,6472
1085,439
1086,343
1087,840
1088,237
1089,466
1090,50105
1091,625
1092,1045
1093,2369
1094,1777
1095,427
1096,1491
1097,1313
1098,1045
1099,59095
1100,289
1101,11244
1102,1045
1103,1045
1104,1045
1105,4
1106,1687
1107,1045
1108,1072
1109,3987
1110,515
1111,840
1112,1045
1113,1045
1114,1045
1115,2511
1116,1295
1117,1045
1118,1045
1119,507
1120,507
1121,1045
1122,6
1123,1045
1124,1045
1125,14682
1126,1552
1127,1045
1128,7646
1129,2505
1130,1351
1131,13940
1132,951
1133,4
1134,106
1135,5338
1136,72659
1137,1433
1138,1295
1139,594
1140,507
1141,863
1142,1454
1143,8222
1144,3821
1145,11655
1146,1052
1147,507
1148,3562
1149,1
1150,8269
1151,3421
1152,507
1153,796
1154,228002
1155,708
1156,228002
1157,209594
1158,2408
1159,1295
1160,1433
1161,1433
1162,1433
1163,42987
1164,5900
1165,708
1166,9096
1167,852
1168,126506
1169,507
1170,507
1171,324
1172,407
1173,2718
1174,2560
1175,507
1176,5878
1177,507
1178,589
1179,5932
1180,2472
1181,2647
1182,2647
1183,530
1184,507
1185,1083
1186,811
1187,19247
1188,439
1189,708
1190,328
1191,1251
1192,816
1193,1973
1194,708
1195,3821
1196,3867
1197,1239
1198,896
1199,507
1200,4320
1201,7488
1202,1454
1203,1137
1204,5
1205,1239
1206,4
1207,753
1208,800
1209,1648
1210,5061
1211,14341
1212,1648
1213,165660
1214,13568
1215,951
1216,1835
1217,2321
1218,36
1219,2607
1220,2321
1221,75
1222,796
1223,2599
1224,2357
1225,150
1226,748
1227,21701
1228,74
1229,1045
1230,3343
1231,11
1232,1173
1233,21701
1234,3562
1235,368
1236,1045
1237,5932
1238,261
1239,507
1240,4803
1241,1045
1242,259
1243,1045
1244,2465
1245,1058
1246,816
1247,127668
1248,1751
1249,74
1250,800
1251,2321
1252,1010
1253,26657
1254,1295
1255,1295
1256,473
1257,5471
1258,7805
1259,208
1260,1084
1261,1045
1262,1045
1263,773
1264,1045
1265,1295
1266,12308
1267,396
1268,53137
1269,3787
1270,8802
1271,37666
1272,45027
1273,1287
1274,796
1275,411
1276,1239
1277,1154
1278,3065
1279,1045
1280,0
1281,89
1282,2647
1283,6397
1284,17
1285,106130
1286,1045
1287,529
1288,5
1289,1045
1290,41550
1291,3496
1292,968
1293,11137
1294,2951
1295,422
1296,1194
1297,2202
1298,1163
1299,1427
1300,761
1301,818
1302,5279
1303,237
1304,6711
1305,439
1306,1045
1307,1045
1308,289
1309,5160
1310,136
1311,9975
1312,3937
1313,840
1314,1045
1315,81
1316,1045
1317,1045
1318,1045
1319,1045
1320,916
1321,16940
1322,1045
1323,1045
1324,538
1325,1045
1326,1045
1327,1045
1328,1045
1329,289
1330,1045
1331,3821
1332,11655
1333,2516
1334,962
1335,92
1336,1173
1337,1045
1338,1045
1339,507
1340,1239
1341,796
1342,810
1343,1589
1344,3315
1345,1295
1346,6
1347,3562
1348,3770
1349,1295
1350,9643
1351,7646
1352,265
1353,507
1354,4
1355,5088
1356,4
1357,4
1358,430
1359,818
1360,818
1361,1239
1362,1045
1363,7037
1364,3059
1365,535
1366,782
1367,507
1368,2396
1369,1471
1370,316
1371,439
1372,251
1373,1454
1374,1348
1375,8411
1376,804
1377,5061
1378,782
1379,2077
1380,2516
1381,1552
1382,507
1383,701
1384,55
1385,1486
1386,228002
1387,427
1388,427
1389,5097
1390,9643
1391,507
1392,1592
1393,19247
1394,328
1395,3705
1396,2544
1397,42987
1398,507
1399,993
1400,601
1401,507
1402,782
1403,5348
1404,4931
1405,465
1406,1045
1407,1563
1408,3984
1409,2667
1410,811
1411,1045
1412,530
1413,4496
1414,630
1415,507
1416,1013
1417,1973
1418,368
1419,708
1420,7646
1421,3230
1422,2490
1423,465
1424,1973
1425,1017
1426,1353
1427,818
1428,507
1429,9
1430,1052
1431,1922
1432,1973
1433,796
1434,4
1435,811
1436,811
1437,636
1438,1024
1439,583
1440,1724
1441,2040
1442,4
1443,507
1444,1351
1445,2384
1446,507
1447,465
1448,7488
1449,361
1450,7037
1451,754
1452,1724
1453,53738
1454,753
1455,1648
1456,800
1457,834
1458,800
1459,701
1460,3442
1461,800
1462,753
1463,753
1464,1010
1465,2889
1466,472
1467,840
1468,1538
1469,507
1470,1295
1471,701
1472,5372
1473,89
1474,3329
1475,368
1476,6
1477,2321
1478,392
1479,810
1480,1045
1481,259
1482,259
1483,2321
1484,1045
1485,2321
1486,1213
1487,3562
1488,534
1489,1362
1490,812
1491,1173
1492,2231
1493,2900
1494,1045
1495,1045
1496,1045
1497,8802
1498,4
1499,1045
1500,5364
1501,1344
1502,630
1503,204
1504,748
1505,1882
1506,396
1507,58420
1508,3562
1509,14017
1510,396
1511,396
1512,3050
1513,5100
1514,1061
1515,1084
1516,422
1517,2950
1518,1045
1519,1045
1520,11586
1521,374
1522,2586
1523,1045
1524,796
1525,1045
1526,507
1527,796
1528,796
1529,1295
1530,1045
1531,1045
1532,4
1533,1045
1534,1045
1535,5970
1536,810
1537,422
1538,18343
1539,8154
1540,12630
1541,1687
1542,758
1543,1552
1544,1687
1545,4
1546,1045
1547,3722
1548,439
1549,519
1550,11586
1551,4
1552,1137
1553,18288
1554,25416
1555,2077
1556,4
1557,289
1558,1295
1559,1287
1560,1045
1561,21806
1562,110
1563,1973
1564,1045
1565,4
1566,1045
1567,3821
1568,1045
1569,3456
1570,1045
1571,1045
1572,1045
1573,1295
1574,709
1575,1045
1576,1045
1577,1045
1578,4474
1579,507
1580,1045
1581,1295
1582,3496
1583,6
1584,23072
1585,507
1586,1045
1587,1045
1588,1045
1589,836
1590,507
1591,6
1592,311
1593,458
1594,4496
1595,1667
1596,872
1597,507
1598,1295
1599,1295
1600,4
1601,4
1602,74
1603,3994
1604,618
1605,3611
1606,507
1607,10151
1608,3057
1609,507
1610,800
1611,3770
1612,3456
1613,876
1614,10183
1615,3821
1616,31430
1617,92
1618,92
1619,256
1620,1922
1621,3821
1622,782
1623,782
1624,7087
1625,3175
1626,7257
1627,52281
1628,89
1629,89
1630,11560
1631,38562
1632,560
1633,38562
1634,1194
1635,228002
1636,708
1637,532
1638,12088
1639,1819
1640,1433
1641,980
1642,13581
1643,17735
1644,374
1645,834
1646,3559
1647,1687
1648,3068
1649,818
1650,11
1651,701
1652,1013
1653,1454
1654,636
1655,26309
1656,1197
1657,1239
1658,708
1659,92
1660,251
1661,328
1662,7731
1663,1040
1664,1777
1665,4840
1666,1287
1667,1973
1668,150
1669,1684
1670,1295
1671,2472
1672,2647
1673,289
1674,9713
1675,2647
1676,328
1677,328
1678,7037
1679,5476
1680,507
1681,466
1682,1045
1683,796
1684,796
1685,796
1686,1052
1687,1052
1688,507
1689,3175
1690,2505
1691,69
1692,93
1693,93
1694,1013
1695,328
1696,1777
1697,1799
1698,532
1699,507
1700,1484
1701,511
1702,864
1703,4
1704,1164
1705,340
1706,2273
1707,21269
1708,800
1709,3329
1710,4845
1711,800
1712,753
1713,800
1714,2376
1715,1648
1716,4
1717,311
1718,423
1719,4
1720,3562
1721,2321
1722,89
1723,4
1724,800
1725,2321
1726,2321
1727,507
1728,423
1729,396
1730,4
1731,536
1732,2202
1733,1295
1734,2321
1735,880
1736,1295
1737,10183
1738,1287
1739,368
1740,796
1741,186
1742,186
1743,137
1744,2321
1745,3329
1746,962
1747,1045
1748,2321
1749,1045
1750,407
1751,748
1752,787
1753,155
1754,35
1755,1045
1756,1045
1757,2321
1758,916
1759,890
1760,1045
1761,1
1762,396
1763,1484
1764,1045
1765,1295
1766,1045
1767,2321
1768,78615
1769,796
1770,2321
1771,2321
1772,3621
1773,5871
1774,535
1775,1599
1776,1045
1777,1287
1778,2827
1779,14207
1780,1351
1781,396
1782,3821
1783,2524
1784,251
1785,758
1786,2321
1787,419
1788,396
1789,143
1790,58420
1791,978
1792,872
1793,1398
1794,1287
1795,1045
1796,197
1797,4496
1798,1876
1799,29811
1800,396
1801,1045
1802,255
1803,95
1804,1684
1805,2647
1806,11144
1807,1045
1808,568
1809,1045
1810,1045
1811,618
1812,36871
1813,2379
1814,15553
1815,589
1816,1251
1817,422
1818,1295
1819,569
1820,2382
1821,1194
1822,507
1823,1295
1824,466
1825,251
1826,227
1827,1232
1828,1239
1829,1083
1830,660
1831,1045
1832,43
1833,1117
1834,1117
1835,1045
1836,3099
1837,7087
1838,2594
1839,1040
1840,1045
1841,1045
1842,1045
1843,466
1844,507
1845,1045
1846,1045
1847,209594
1848,1045
1849,2807
1850,1627
1851,18704
1852,1045
1853,69
1854,1667
1855,1045
1856,1045
1857,1045
1858,1045
1859,1045
1860,1083
1861,1045
1862,75
1863,4474
1864,1045
1865,1045
1866,1045
1867,259
1868,1045
1869,1045
1870,1045
1871,1045
1872,748
1873,1045
1874,1045
1875,1045
1876,328
1877,1353
1878,1913
1879,19337
1880,1040
1881,1433
1882,430
1883,507
1884,507
1885,4
1886,340
1887,5677
1888,1433
1889,618
1890,507
1891,777
1892,406
1893,1061
1894,1125
1895,38
1896,125
1897,1164
1898,46942
1899,2827
1900,8082
1901,255
1902,1024
1903,10389
1904,56624
1905,796
1906,507
1907,796
1908,1687
1909,507
1910,2900
1911,1483
1912,636
1913,6856
1914,507
1915,8078
1916,58420
1917,1052
1918,1433
1919,1433
1920,1092
1921,6
1922,507
1923,4474
1924,5
1925,951
1926,507
1927,876
1928,103
1929,781
1930,811
1931,507
1932,3780
1933,507
1934,781
1935,2560
1936,507
1937,618
1938,7646
1939,4519
1940,507
1941,2943
1942,811
1943,1351
1944,11655
1945,4962
1946,3456
1947,3478
1948,507
1949,1351
1950,507
1951,507
1952,2417
1953,93
1954,1196
1955,3456
1956,4645
1957,465
1958,507
1959,1973
1960,810
1961,507
1962,3456
1963,324
1964,782
1965,4
1966,800
1967,66
1968,5061
1969,379
1970,4867
1971,13568
1972,800
1973,1648
1974,763
1975,55
1976,800
1977,753
1978,4907
1979,29165
1980,291
1981,810
1982,1045
1983,4
1984,2321
1985,3329
1986,782
1987,2357
1988,2073
1989,1339
1990,95
1991,598
1992,2321
1993,748
1994,630
1995,6397
1996,227
1997,12308
1998,3651
1999,1045
2000,5641
2001,1045
2002,289
2003,1045
2004,1186
2005,1889
2006,259
2007,962
2008,962
2009,1084
2010,259
2011,1045
2012,125
2013,803
2014,2040
2015,3329
2016,2321
2017,748
2018,1045
2019,3175
2020,1045
2021,1045
2022,3175
2023,1239
2024,5471
2025,1045
2026,781
2027,16737
2028,427
2029,1353
2030,6542
2031,324
2032,16410
2033,773
2034,3821
2035,1045
2036,396
2037,787
2038,796
2039,1287
2040,1484
2041,136
2042,1045
2043,1045
2044,58420
2045,764
2046,1
2047,289
2048,18704
2049,534
2050,1045
2051,467
2052,1084
2053,223
2054,17184
2055,840
2056,890
2057,11555
2058,1045
2059,1072
2060,1045
2061,1930
2062,883
2063,771
2064,25667
2065,1045
2066,4298
2067,2647
2068,834
2069,1045
2070,1045
2071,95
2072,1682
2073,1239
2074,507
2075,1045
2076,465
2077,1045
2078,1295
2079,1010
2080,22
2081,708
2082,1045
2083,8915
2084,1045
2085,1313
2086,1486
2087,3106
2088,692
2089,439
2090,1045
2091,1045
2092,1672
2093,1177
2094,1045
2095,1687
2096,1072
2097,153
2098,3206
2099,89
2100,374
2101,954
2102,748
2103,840
2104,3456
2105,319
2106,507
2107,1045
2108,1084
2109,4
2110,1045
2111,2647
2112,1313
2113,1045
2114,15480
2115,1045
2116,1045
2117,1966
2118,708
2119,8082
2120,1045
2121,289
2122,1045
2123,89
2124,912
2125,1045
2126,1194
2127,6503
2128,636
2129,1045
2130,20757
2131,1045
2132,4298
2133,82
2134,1045
2135,1295
2136,216
2137,1186
2138,289
2139,8141
2140,4
2141,422
2142,872
2143,4
2144,1232
2145,818
2146,2647
2147,16
2148,7805
2149,328
2150,1013
2151,507
2152,328
2153,22
2154,818
2155,978
2156,3821
2157,11655
2158,2877
2159,1973
2160,94051
2161,1309
2162,2205
2163,866
2164,4
2165,1004
2166,17735
2167,89
2168,507
2169,3456
2170,840
2171,787
2172,1074
2173,1433
2174,2357
2175,507
2176,1484
2177,289
2178,834
2179,834
2180,1602
2181,818
2182,1351
2183,1977
2184,507
2185,1353
2186,781
2187,630
2188,2284
2189,1552
2190,507
2191,2205
2192,319
2193,2647
2194,1233
2195,1973
2196,1973
2197,19247
2198,465
2199,796
2200,3175
2201,93
2202,507
2203,3622
2204,1313
2205,782
2206,1471
2207,2231
2208,5287
2209,1083
2210,92
2211,876
2212,3456
2213,753
2214,5061
2215,5061
2216,110
2217,1232
2218,1453
2219,1539
2220,13568
2221,1813
2222,800
2223,4
2224,800
2225,701
2226,800
2227,17670
2228,227
2229,1597
2230,74
2231,58
2232,5
2233,753
2234,5
2235,58
2236,781
2237,13568
2238,43328
2239,782
2240,407
2241,197
2242,3329
2243,636
2244,391
2245,251
2246,840
2247,1319
2248,368
2249,1045
2250,962
2251,2321
2252,691
2253,7203
2254,1045
2255,1375
2256,3677
2257,259
2258,259
2259,918
2260,1045
2261,17
2262,890
2263,872
2264,840
2265,396
2266,1751
2267,289
2268,155
2269,105062
2270,3175
2271,3329
2272,1045
2273,692
2274,840
2275,2321
2276,2321
2277,834
2278,2321
2279,2321
2280,507
2281,1045
2282,816
2283,1295
2284,781
2285,1045
2286,86
2287,946
2288,782
2289,962
2290,23
2291,5499
2292,1746
2293,918
2294,701
2295,465
2296,14418
2297,796
2298,1777
2299,1045
2300,58420
2301,1045
2302,1409
2303,2091
2304,1248
2305,3503
2306,374
2307,773
2308,1084
2309,82
2310,13966
2311,834
2312,796
2313,1045
2314,2647
2315,1446
2316,1295
2317,289
2318,701
2319,2029
2320,4
2321,1045
2322,4
2323,850
2324,466
2325,374
2326,1045
2327,1045
2328,912
2329,1454
2330,2229
2331,773
2332,2379
2333,2211
2334,22
2335,328
2336,2594
2337,3102
2338,1045
2339,379
2340,851
2341,507
2342,396
2343,1045
2344,439
2345,439
2346,2202
2347,1799
2348,1045
2349,289
2350,427
2351,21710
2352,1296
2353,439
2354,1045
2355,186
2356,1045
2357,1045
2358,439
2359,1295
2360,2860
2361,507
2362,391
2363,507
2364,1003
2365,17167
2366,777
2367,1362
2368,1045
2369,1149
2370,311
2371,1045
2372,1045
2373,507
2374,1045
2375,4
2376,1045
2377,374
2378,1045
2379,1045
2380,13932
2381,340
2382,1045
2383,2900
2384,1296
2385,1045
2386,507
2387,507
2388,18704
2389,407
2390,507
2391,4
2392,1045
2393,1045
2394,1045
2395,1287
2396,1295
2397,1045
2398,1045
2399,660
2400,204323
2401,10624
2402,1045
2403,911
2404,6
2405,3547
2406,1045
2407,1045
2408,1045
2409,1045
2410,1045
2411,1239
2412,507
2413,1209
2414,818
2415,818
2416,4
2417,1045
2418,3955
2419,1045
2420,204
2421,44634
2422,2093
2423,21834
2424,15698
2425,2436
2426,1988
2427,6
2428,507
2429,3698
2430,1239
2431,507
2432,3853
2433,427
2434,507
2435,1687
2436,11690
2437,4368
2438,980
2439,8515
2440,1799
2441,531
2442,507
2443,1508
2444,1672
2445,91193
2446,834
2447,1973
2448,2415
2449,427
2450,3770
2451,5061
2452,316
2453,251
2454,507
2455,2357
2456,681
2457,834
2458,1687
2459,235
2460,2077
2461,1045
2462,11
2463,2273
2464,1351
2465,5
2466,1052
2467,834
2468,840
2469,758
2470,407
2471,4845
2472,2229
2473,241
2474,11
2475,507
2476,834
2477,1658
2478,1973
2479,2647
2480,13395
2481,532
2482,796
2483,3867
2484,1332
2485,3527
2486,93
2487,1214
2488,2320
2489,1484
2490,811
2491,507
2492,1239
2493,1973
2494,507
2495,374
2496,3547
2497,4281
2498,1164
2499,618
2500,1551
2501,4368
2502,3442
2503,74608
2504,800
2505,7731
2506,781
2507,1010
2508,36
2509,2321
2510,908
2511,0
2512,6621
2513,7644
2514,875
2515,3329
2516,701
2517,3821
2518,1339
2519,1762
2520,155
2521,1092
2522,328
2523,5469
2524,1508
2525,1045
2526,2560
2527,912
2528,2321
2529,259
2530,5858
2531,9611
2532,374
2533,5
2534,1045
2535,1045
2536,118
2537,3562
2538,1295
2539,1045
2540,197
2541,1045
2542,1045
2543,965
2544,4931
2545,14732
2546,781
2547,92
2548,2321
2549,1045
2550,1344
2551,16180
2552,800
2553,739
2554,2321
2555,1045
2556,13672
2557,5255
2558,32487
2559,977
2560,1083
2561,1497
2562,796
2563,580
2564,1045
2565,748
2566,1045
2567,4323
2568,58420
2569,3329
2570,1339
2571,796
2572,1295
2573,381
2574,880
2575,2647
2576,1045
2577,2807
2578,4867
2579,1045
2580,459
2581,1045
2582,204
2583,396
2584,15529
2585,1295
2586,92
2587,1045
2588,507
2589,1251
2590,4519
2591,92
2592,1045
2593,1045
2594,1045
2595,1658
2596,396
2597,507
2598,272
2599,1045
2600,805
2601,761
2602,1045
2603,439
2604,4
2605,507
2606,66180
2607,3421
2608,1045
2609,2375
2610,1045
2611,1045
2612,439
2613,507
2614,1045
2615,692
2616,796
2617,1045
2618,1117
2619,1149
2620,4
2621,1045
2622,1045
2623,1045
2624,1045
2625,1045
2626,1045
2627,739
2628,768
2629,1045
2630,1045
2631,1930
2632,1045
2633,1045
2634,1045
2635,1045
2636,1045
2637,803
2638,1045
2639,1045
2640,1045
2641,1045
2642,1045
2643,1687
2644,6
2645,6
2646,1045
2647,507
2648,1045
2649,38
2650,598
2651,1295
2652,507
2653,1295
2654,74
2655,1199
2656,1973
2657,10443
2658,6
2659,1239
2660,2807
2661,1295
2662,1295
2663,636
2664,6472
2665,12676
2666,6543
2667,4
2668,12906
2669,1965
2670,1313
2671,245
2672,1960
2673,1295
